Issue key,Issue id,Issue Type,Summary,Epic Link,Parent,Fix versions,Story Points,Logged Hours,Status,Resolution,Target start,Target end,Outward issue link (Blocks),Inward issue link (Blocks)
DATA-700547,400547,Task,Release readiness task for Scale Rows - Data Platform - Warehouse model refresh wave 33,DATA-3032,,Portfolio 2026,8,1.5,Done,Done,,,,
DATA-700548,400548,Bug,Stakeholder review bug for Scale Rows - Data Platform - Warehouse model refresh wave 33,DATA-3032,,Portfolio 2026,1,3,To Do,,,,,
DATA-700549,400549,Story,Discovery story for Scale Rows - Data Platform - Analytics contract cleanup wave 24,DATA-3023,,Portfolio 2026,2,2h 30m,Done,Done,,,,
DATA-700550,400550,Task,Implementation task for Scale Rows - Data Platform - Analytics contract cleanup wave 24,DATA-3023,,Portfolio 2026,3,4,In Progress,,,,,
DATA-700551,400551,Bug,Validation bug for Scale Rows - Data Platform - Analytics contract cleanup wave 24,DATA-3023,,Portfolio 2026,5,5.5,To Do,,,,,
DATA-700552,400552,Story,Documentation story for Scale Rows - Data Platform - Analytics contract cleanup wave 24,DATA-3023,,Portfolio 2026,8,0.5,Done,Done,,,,
DATA-700553,400553,Task,Release readiness task for Scale Rows - Data Platform - Analytics contract cleanup wave 24,DATA-3023,,Portfolio 2026,1,2,To Do,,,,,
DATA-700554,400554,Bug,Discovery bug for Scale Rows - Data Platform - Quality rule expansion wave 15,DATA-3014,,Portfolio 2026,3,3h,In Progress,,,,,
DATA-700555,400555,Story,Implementation story for Scale Rows - Data Platform - Quality rule expansion wave 15,DATA-3014,,Portfolio 2026,5,4.5,To Do,,,,,
DATA-700556,400556,Task,Validation task for Scale Rows - Data Platform - Quality rule expansion wave 15,DATA-3014,,Portfolio 2026,8,6,Done,Done,,,,
DATA-700557,400557,Bug,Documentation bug for Scale Rows - Data Platform - Quality rule expansion wave 15,DATA-3014,,Portfolio 2026,1,1,To Do,,,,,
DATA-700558,400558,Story,Release readiness story for Scale Rows - Data Platform - Quality rule expansion wave 15,DATA-3014,,Portfolio 2026,2,2.5,In Progress,,,,,
DATA-700559,400559,Task,Stakeholder review task for Scale Rows - Data Platform - Quality rule expansion wave 15,DATA-3014,,Portfolio 2026,3,4,Done,Done,,,,
DATA-700560,400560,Bug,Discovery bug for Scale Rows - Data Platform - Retention model update wave 06,DATA-3005,,Portfolio 2026,5,3h 30m,To Do,,,,,
DATA-700561,400561,Story,Implementation story for Scale Rows - Data Platform - Retention model update wave 06,DATA-3005,,Portfolio 2026,8,5,Done,Done,,,,
DATA-700562,400562,Task,Validation task for Scale Rows - Data Platform - Retention model update wave 06,DATA-3005,,Portfolio 2026,1,0,To Do,,,,,
DATA-700563,400563,Bug,Documentation bug for Scale Rows - Data Platform - Retention model update wave 06,DATA-3005,,Portfolio 2026,2,1.5,In Progress,,,,,
DATA-700564,400564,Story,Release readiness story for Scale Rows - Data Platform - Retention model update wave 06,DATA-3005,,Portfolio 2026,3,3,Done,Done,,,,
CORE-700565,400565,Task,Discovery task for Scale Rows - Core Product - Consent preference updates wave 31,CORE-1030,,Portfolio 2026,3,5h 30m,Done,Done,,,,
CORE-700566,400566,Bug,Implementation bug for Scale Rows - Core Product - Consent preference updates wave 31,CORE-1030,,Portfolio 2026,5,0.5,In Progress,,,,,
CORE-700567,400567,Story,Validation story for Scale Rows - Core Product - Consent preference updates wave 31,CORE-1030,,Portfolio 2026,8,2,To Do,,,,,
CORE-700568,400568,Task,Documentation task for Scale Rows - Core Product - Consent preference updates wave 31,CORE-1030,,Portfolio 2026,1,3.5,Done,Done,,,,
CORE-700569,400569,Bug,Release readiness bug for Scale Rows - Core Product - Consent preference updates wave 31,CORE-1030,,Portfolio 2026,2,5,To Do,,,,,
CORE-700570,400570,Story,Discovery story for Scale Rows - Core Product - API gateway refresh wave 22,CORE-1021,,Portfolio 2026,5,6h,In Progress,,,,,
CORE-700571,400571,Task,Implementation task for Scale Rows - Core Product - API gateway refresh wave 22,CORE-1021,,Portfolio 2026,8,1,To Do,,,,,
CORE-700572,400572,Bug,Validation bug for Scale Rows - Core Product - API gateway refresh wave 22,CORE-1021,,Portfolio 2026,1,2.5,Done,Done,,,,
CORE-700573,400573,Story,Documentation story for Scale Rows - Core Product - API gateway refresh wave 22,CORE-1021,,Portfolio 2026,2,4,To Do,,,,,
CORE-700574,400574,Task,Release readiness task for Scale Rows - Core Product - API gateway refresh wave 22,CORE-1021,,Portfolio 2026,3,5.5,In Progress,,,,,
CORE-700575,400575,Bug,Stakeholder review bug for Scale Rows - Core Product - API gateway refresh wave 22,CORE-1021,,Portfolio 2026,5,0.5,Done,Done,,,,
CORE-700576,400576,Story,Discovery story for Scale Rows - Core Product - Account recovery wave 13,CORE-1012,,Portfolio 2026,8,0h,To Do,,,,,
CORE-700577,400577,Task,Implementation task for Scale Rows - Core Product - Account recovery wave 13,CORE-1012,,Portfolio 2026,1,1.5,Done,Done,,,,
CORE-700578,400578,Bug,Validation bug for Scale Rows - Core Product - Account recovery wave 13,CORE-1012,,Portfolio 2026,2,3,To Do,,,,,
CORE-700579,400579,Story,Documentation story for Scale Rows - Core Product - Account recovery wave 13,CORE-1012,,Portfolio 2026,3,4.5,In Progress,,,,,
CORE-700580,400580,Task,Release readiness task for Scale Rows - Core Product - Account recovery wave 13,CORE-1012,,Portfolio 2026,5,6,Done,Done,,,,
DATA-700581,400581,Bug,Discovery bug for Scale Rows - Data Platform - Pipeline observability wave 34,DATA-3033,,Portfolio 2026,8,0h,To Do,,,,,
DATA-700582,400582,Story,Implementation story for Scale Rows - Data Platform - Pipeline observability wave 34,DATA-3033,,Portfolio 2026,1,1.5,Done,Done,,,,
DATA-700583,400583,Task,Validation task for Scale Rows - Data Platform - Pipeline observability wave 34,DATA-3033,,Portfolio 2026,2,3,To Do,,,,,
DATA-700584,400584,Bug,Documentation bug for Scale Rows - Data Platform - Pipeline observability wave 34,DATA-3033,,Portfolio 2026,3,4.5,In Progress,,,,,
DATA-700585,400585,Story,Release readiness story for Scale Rows - Data Platform - Pipeline observability wave 34,DATA-3033,,Portfolio 2026,5,6,Done,Done,,,,
DATA-700586,400586,Task,Discovery task for Scale Rows - Data Platform - Warehouse model refresh wave 25,DATA-3024,,Portfolio 2026,1,0h 30m,Done,Done,,,,
DATA-700587,400587,Bug,Implementation bug for Scale Rows - Data Platform - Warehouse model refresh wave 25,DATA-3024,,Portfolio 2026,2,2,To Do,,,,,
DATA-700588,400588,Story,Validation story for Scale Rows - Data Platform - Warehouse model refresh wave 25,DATA-3024,,Portfolio 2026,3,3.5,In Progress,,,,,
DATA-700589,400589,Task,Documentation task for Scale Rows - Data Platform - Warehouse model refresh wave 25,DATA-3024,,Portfolio 2026,5,5,Done,Done,,,,
DATA-700590,400590,Bug,Release readiness bug for Scale Rows - Data Platform - Warehouse model refresh wave 25,DATA-3024,,Portfolio 2026,8,0,In Progress,,,,,
DATA-700591,400591,Story,Stakeholder review story for Scale Rows - Data Platform - Warehouse model refresh wave 25,DATA-3024,,Portfolio 2026,1,1.5,To Do,,,,,
DATA-700592,400592,Task,Discovery task for Scale Rows - Data Platform - Analytics contract cleanup wave 16,DATA-3015,,Portfolio 2026,2,1h,To Do,,,,,
DATA-700593,400593,Bug,Implementation bug for Scale Rows - Data Platform - Analytics contract cleanup wave 16,DATA-3015,,Portfolio 2026,3,2.5,In Progress,,,,,
DATA-700594,400594,Story,Validation story for Scale Rows - Data Platform - Analytics contract cleanup wave 16,DATA-3015,,Portfolio 2026,5,4,Done,Done,,,,
DATA-700595,400595,Task,Documentation task for Scale Rows - Data Platform - Analytics contract cleanup wave 16,DATA-3015,,Portfolio 2026,8,5.5,In Progress,,,,,
DATA-700596,400596,Bug,Release readiness bug for Scale Rows - Data Platform - Analytics contract cleanup wave 16,DATA-3015,,Portfolio 2026,1,0.5,To Do,,,,,
DATA-700597,400597,Story,Discovery story for Scale Rows - Data Platform - Quality rule expansion wave 07,DATA-3006,,Portfolio 2026,3,1h 30m,In Progress,,,,,
DATA-700598,400598,Task,Implementation task for Scale Rows - Data Platform - Quality rule expansion wave 07,DATA-3006,,Portfolio 2026,5,3,Done,Done,,,,
DATA-700599,400599,Bug,Validation bug for Scale Rows - Data Platform - Quality rule expansion wave 07,DATA-3006,,Portfolio 2026,8,4.5,In Progress,,,,,
DATA-700600,400600,Story,Documentation story for Scale Rows - Data Platform - Quality rule expansion wave 07,DATA-3006,,Portfolio 2026,1,6,To Do,,,,,
DATA-700601,400601,Task,Release readiness task for Scale Rows - Data Platform - Quality rule expansion wave 07,DATA-3006,,Portfolio 2026,2,1,Done,Done,,,,
DATA-700602,400602,Bug,Stakeholder review bug for Scale Rows - Data Platform - Quality rule expansion wave 07,DATA-3006,,Portfolio 2026,3,2.5,To Do,,,,,
CORE-700603,400603,Story,Discovery story for Scale Rows - Core Product - Profile service rollout wave 41,CORE-1040,,Portfolio 2026,1,3h,To Do,,,,,
CORE-700604,400604,Task,Implementation task for Scale Rows - Core Product - Profile service rollout wave 41,CORE-1040,,Portfolio 2026,2,4.5,Done,Done,,,,
CORE-700605,400605,Bug,Validation bug for Scale Rows - Core Product - Profile service rollout wave 41,CORE-1040,,Portfolio 2026,3,6,To Do,,,,,
CORE-700606,400606,Story,Documentation story for Scale Rows - Core Product - Profile service rollout wave 41,CORE-1040,,Portfolio 2026,5,1,In Progress,,,,,
CORE-700607,400607,Task,Release readiness task for Scale Rows - Core Product - Profile service rollout wave 41,CORE-1040,,Portfolio 2026,8,2.5,Done,Done,,,,
CORE-700608,400608,Bug,Discovery bug for Scale Rows - Core Product - Fraud signal ingestion wave 32,CORE-1031,,Portfolio 2026,2,3h 30m,Done,Done,,,,
CORE-700609,400609,Story,Implementation story for Scale Rows - Core Product - Fraud signal ingestion wave 32,CORE-1031,,Portfolio 2026,3,5,To Do,,,,,
CORE-700610,400610,Task,Validation task for Scale Rows - Core Product - Fraud signal ingestion wave 32,CORE-1031,,Portfolio 2026,5,0,In Progress,,,,,
CORE-700611,400611,Bug,Documentation bug for Scale Rows - Core Product - Fraud signal ingestion wave 32,CORE-1031,,Portfolio 2026,8,1.5,Done,Done,,,,
CORE-700612,400612,Story,Release readiness story for Scale Rows - Core Product - Fraud signal ingestion wave 32,CORE-1031,,Portfolio 2026,1,3,In Progress,,,,,
CORE-700613,400613,Task,Stakeholder review task for Scale Rows - Core Product - Fraud signal ingestion wave 32,CORE-1031,,Portfolio 2026,2,4.5,To Do,,,,,
CORE-700614,400614,Bug,Discovery bug for Scale Rows - Core Product - Consent preference updates wave 23,CORE-1022,,Portfolio 2026,3,4h,To Do,,,,,
CORE-700615,400615,Story,Implementation story for Scale Rows - Core Product - Consent preference updates wave 23,CORE-1022,,Portfolio 2026,5,5.5,In Progress,,,,,
CORE-700616,400616,Task,Validation task for Scale Rows - Core Product - Consent preference updates wave 23,CORE-1022,,Portfolio 2026,8,0.5,Done,Done,,,,
CORE-700617,400617,Bug,Documentation bug for Scale Rows - Core Product - Consent preference updates wave 23,CORE-1022,,Portfolio 2026,1,2,In Progress,,,,,
CORE-700618,400618,Story,Release readiness story for Scale Rows - Core Product - Consent preference updates wave 23,CORE-1022,,Portfolio 2026,2,3.5,To Do,,,,,
PLAT-700619,400619,Task,Discovery task for Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,PLAT-4000,,Platform Q1,3,4h,To Do,,,,,
PLAT-700620,400620,Bug,Implementation bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,PLAT-4000,,Platform Q1,5,5.5,In Progress,,,,,
PLAT-700621,400621,Story,Validation story for Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,PLAT-4000,,Platform Q1,8,0.5,Done,Done,,,,
PLAT-700622,400622,Task,Documentation task for Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,PLAT-4000,,Platform Q1,1,2,In Progress,,,,,
PLAT-700623,400623,Bug,Release readiness bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,PLAT-4000,,Platform Q1,2,3.5,To Do,,,,,
CORE-700624,400624,Story,Discovery story for Scale Rows - Core Product - API gateway refresh wave 14,CORE-1013,,Portfolio 2026,5,4h 30m,In Progress,,,,,
CORE-700625,400625,Task,Implementation task for Scale Rows - Core Product - API gateway refresh wave 14,CORE-1013,,Portfolio 2026,8,6,Done,Done,,,,
CORE-700626,400626,Bug,Validation bug for Scale Rows - Core Product - API gateway refresh wave 14,CORE-1013,,Portfolio 2026,1,1,In Progress,,,,,
CORE-700627,400627,Story,Documentation story for Scale Rows - Core Product - API gateway refresh wave 14,CORE-1013,,Portfolio 2026,2,2.5,To Do,,,,,
CORE-700628,400628,Task,Release readiness task for Scale Rows - Core Product - API gateway refresh wave 14,CORE-1013,,Portfolio 2026,3,4,Done,Done,,,,
CORE-700629,400629,Bug,Stakeholder review bug for Scale Rows - Core Product - API gateway refresh wave 14,CORE-1013,,Portfolio 2026,5,5.5,To Do,,,,,
DATA-700630,400630,Story,Discovery story for Scale Rows - Data Platform - Pipeline observability wave 26,DATA-3025,,Portfolio 2026,8,5h,Done,Done,,,,
DATA-700631,400631,Task,Implementation task for Scale Rows - Data Platform - Pipeline observability wave 26,DATA-3025,,Portfolio 2026,1,0,In Progress,,,,,
DATA-700632,400632,Bug,Validation bug for Scale Rows - Data Platform - Pipeline observability wave 26,DATA-3025,,Portfolio 2026,2,1.5,To Do,,,,,
DATA-700633,400633,Story,Documentation story for Scale Rows - Data Platform - Pipeline observability wave 26,DATA-3025,,Portfolio 2026,3,3,Done,Done,,,,
DATA-700634,400634,Task,Release readiness task for Scale Rows - Data Platform - Pipeline observability wave 26,DATA-3025,,Portfolio 2026,5,4.5,To Do,,,,,
DATA-700635,400635,Bug,Discovery bug for Scale Rows - Data Platform - Warehouse model refresh wave 17,DATA-3016,,Portfolio 2026,1,5h 30m,In Progress,,,,,
DATA-700636,400636,Story,Implementation story for Scale Rows - Data Platform - Warehouse model refresh wave 17,DATA-3016,,Portfolio 2026,2,0.5,To Do,,,,,
DATA-700637,400637,Task,Validation task for Scale Rows - Data Platform - Warehouse model refresh wave 17,DATA-3016,,Portfolio 2026,3,2,Done,Done,,,,
DATA-700638,400638,Bug,Documentation bug for Scale Rows - Data Platform - Warehouse model refresh wave 17,DATA-3016,,Portfolio 2026,5,3.5,To Do,,,,,
DATA-700639,400639,Story,Release readiness story for Scale Rows - Data Platform - Warehouse model refresh wave 17,DATA-3016,,Portfolio 2026,8,5,In Progress,,,,,
DATA-700640,400640,Task,Stakeholder review task for Scale Rows - Data Platform - Warehouse model refresh wave 17,DATA-3016,,Portfolio 2026,1,0,Done,Done,,,,
DATA-700641,400641,Bug,Discovery bug for Scale Rows - Data Platform - Analytics contract cleanup wave 08,DATA-3007,,Portfolio 2026,2,6h,To Do,,,,,
DATA-700642,400642,Story,Implementation story for Scale Rows - Data Platform - Analytics contract cleanup wave 08,DATA-3007,,Portfolio 2026,3,1,Done,Done,,,,
DATA-700643,400643,Task,Validation task for Scale Rows - Data Platform - Analytics contract cleanup wave 08,DATA-3007,,Portfolio 2026,5,2.5,To Do,,,,,
DATA-700644,400644,Bug,Documentation bug for Scale Rows - Data Platform - Analytics contract cleanup wave 08,DATA-3007,,Portfolio 2026,8,4,In Progress,,,,,
DATA-700645,400645,Story,Release readiness story for Scale Rows - Data Platform - Analytics contract cleanup wave 08,DATA-3007,,Portfolio 2026,1,5.5,Done,Done,,,,
CORE-700646,400646,Task,Discovery task for Scale Rows - Core Product - Entitlement cleanup wave 42,CORE-1041,,Portfolio 2026,8,1h,In Progress,,,,,
CORE-700647,400647,Bug,Implementation bug for Scale Rows - Core Product - Entitlement cleanup wave 42,CORE-1041,,Portfolio 2026,1,2.5,Done,Done,,,,
CORE-700648,400648,Story,Validation story for Scale Rows - Core Product - Entitlement cleanup wave 42,CORE-1041,,Portfolio 2026,2,4,In Progress,,,,,
CORE-700649,400649,Task,Documentation task for Scale Rows - Core Product - Entitlement cleanup wave 42,CORE-1041,,Portfolio 2026,3,5.5,To Do,,,,,
CORE-700650,400650,Bug,Release readiness bug for Scale Rows - Core Product - Entitlement cleanup wave 42,CORE-1041,,Portfolio 2026,5,0.5,Done,Done,,,,
CORE-700651,400651,Story,Stakeholder review story for Scale Rows - Core Product - Entitlement cleanup wave 42,CORE-1041,,Portfolio 2026,8,2,To Do,,,,,
CORE-700652,400652,Task,Discovery task for Scale Rows - Core Product - Profile service rollout wave 33,CORE-1032,,Portfolio 2026,1,1h 30m,Done,Done,,,,
CORE-700653,400653,Bug,Implementation bug for Scale Rows - Core Product - Profile service rollout wave 33,CORE-1032,,Portfolio 2026,2,3,In Progress,,,,,
CORE-700654,400654,Story,Validation story for Scale Rows - Core Product - Profile service rollout wave 33,CORE-1032,,Portfolio 2026,3,4.5,To Do,,,,,
CORE-700655,400655,Task,Documentation task for Scale Rows - Core Product - Profile service rollout wave 33,CORE-1032,,Portfolio 2026,5,6,Done,Done,,,,
CORE-700656,400656,Bug,Release readiness bug for Scale Rows - Core Product - Profile service rollout wave 33,CORE-1032,,Portfolio 2026,8,1,To Do,,,,,
PLAT-700657,400657,Story,Discovery story for Scale Rows - Platform Services - Secrets management wave 11,PLAT-4010,,Platform Q2,1,1h 30m,Done,Done,,,,
PLAT-700658,400658,Task,Implementation task for Scale Rows - Platform Services - Secrets management wave 11,PLAT-4010,,Platform Q2,2,3,In Progress,,,,,
PLAT-700659,400659,Bug,Validation bug for Scale Rows - Platform Services - Secrets management wave 11,PLAT-4010,,Platform Q2,3,4.5,To Do,,,,,
PLAT-700660,400660,Story,Documentation story for Scale Rows - Platform Services - Secrets management wave 11,PLAT-4010,,Platform Q2,5,6,Done,Done,,,,
PLAT-700661,400661,Task,Release readiness task for Scale Rows - Platform Services - Secrets management wave 11,PLAT-4010,,Platform Q2,8,1,To Do,,,,,
CORE-700662,400662,Bug,Discovery bug for Scale Rows - Core Product - Fraud signal ingestion wave 24,CORE-1023,,Portfolio 2026,2,2h,In Progress,,,,,
CORE-700663,400663,Story,Implementation story for Scale Rows - Core Product - Fraud signal ingestion wave 24,CORE-1023,,Portfolio 2026,3,3.5,To Do,,,,,
CORE-700664,400664,Task,Validation task for Scale Rows - Core Product - Fraud signal ingestion wave 24,CORE-1023,,Portfolio 2026,5,5,Done,Done,,,,
CORE-700665,400665,Bug,Documentation bug for Scale Rows - Core Product - Fraud signal ingestion wave 24,CORE-1023,,Portfolio 2026,8,0,To Do,,,,,
CORE-700666,400666,Story,Release readiness story for Scale Rows - Core Product - Fraud signal ingestion wave 24,CORE-1023,,Portfolio 2026,1,1.5,In Progress,,,,,
CORE-700667,400667,Task,Stakeholder review task for Scale Rows - Core Product - Fraud signal ingestion wave 24,CORE-1023,,Portfolio 2026,2,3,Done,Done,,,,
PLAT-700668,400668,Bug,Discovery bug for Scale Rows - Platform Services - Build runner rotation wave 02,PLAT-4001,,Platform Q2,2,2h,In Progress,,,,,
PLAT-700669,400669,Story,Implementation story for Scale Rows - Platform Services - Build runner rotation wave 02,PLAT-4001,,Platform Q2,3,3.5,To Do,,,,,
PLAT-700670,400670,Task,Validation task for Scale Rows - Platform Services - Build runner rotation wave 02,PLAT-4001,,Platform Q2,5,5,Done,Done,,,,
PLAT-700671,400671,Bug,Documentation bug for Scale Rows - Platform Services - Build runner rotation wave 02,PLAT-4001,,Platform Q2,8,0,To Do,,,,,
PLAT-700672,400672,Story,Release readiness story for Scale Rows - Platform Services - Build runner rotation wave 02,PLAT-4001,,Platform Q2,1,1.5,In Progress,,,,,
PLAT-700673,400673,Task,Stakeholder review task for Scale Rows - Platform Services - Build runner rotation wave 02,PLAT-4001,,Platform Q2,2,3,Done,Done,,,,
CORE-700674,400674,Bug,Discovery bug for Scale Rows - Core Product - Consent preference updates wave 15,CORE-1014,,Portfolio 2026,3,2h 30m,To Do,,,,,
CORE-700675,400675,Story,Implementation story for Scale Rows - Core Product - Consent preference updates wave 15,CORE-1014,,Portfolio 2026,5,4,Done,Done,,,,
CORE-700676,400676,Task,Validation task for Scale Rows - Core Product - Consent preference updates wave 15,CORE-1014,,Portfolio 2026,8,5.5,To Do,,,,,
CORE-700677,400677,Bug,Documentation bug for Scale Rows - Core Product - Consent preference updates wave 15,CORE-1014,,Portfolio 2026,1,0.5,In Progress,,,,,
CORE-700678,400678,Story,Release readiness story for Scale Rows - Core Product - Consent preference updates wave 15,CORE-1014,,Portfolio 2026,2,2,Done,Done,,,,
DATA-700679,400679,Task,Discovery task for Scale Rows - Data Platform - Metrics certification wave 27,DATA-3026,,Portfolio 2026,5,3h,Done,Done,,,,
DATA-700680,400680,Bug,Implementation bug for Scale Rows - Data Platform - Metrics certification wave 27,DATA-3026,,Portfolio 2026,8,4.5,To Do,,,,,
DATA-700681,400681,Story,Validation story for Scale Rows - Data Platform - Metrics certification wave 27,DATA-3026,,Portfolio 2026,1,6,In Progress,,,,,
DATA-700682,400682,Task,Documentation task for Scale Rows - Data Platform - Metrics certification wave 27,DATA-3026,,Portfolio 2026,2,1,Done,Done,,,,
DATA-700683,400683,Bug,Release readiness bug for Scale Rows - Data Platform - Metrics certification wave 27,DATA-3026,,Portfolio 2026,3,2.5,In Progress,,,,,
DATA-700684,400684,Story,Stakeholder review story for Scale Rows - Data Platform - Metrics certification wave 27,DATA-3026,,Portfolio 2026,5,4,To Do,,,,,
DATA-700685,400685,Task,Discovery task for Scale Rows - Data Platform - Pipeline observability wave 18,DATA-3017,,Portfolio 2026,8,3h 30m,To Do,,,,,
DATA-700686,400686,Bug,Implementation bug for Scale Rows - Data Platform - Pipeline observability wave 18,DATA-3017,,Portfolio 2026,1,5,In Progress,,,,,
DATA-700687,400687,Story,Validation story for Scale Rows - Data Platform - Pipeline observability wave 18,DATA-3017,,Portfolio 2026,2,0,Done,Done,,,,
DATA-700688,400688,Task,Documentation task for Scale Rows - Data Platform - Pipeline observability wave 18,DATA-3017,,Portfolio 2026,3,1.5,In Progress,,,,,
DATA-700689,400689,Bug,Release readiness bug for Scale Rows - Data Platform - Pipeline observability wave 18,DATA-3017,,Portfolio 2026,5,3,To Do,,,,,
CORE-700690,400690,Story,Discovery story for Scale Rows - Core Product - Notification routing wave 43,CORE-1042,,Portfolio 2026,5,5h 30m,To Do,,,,,
CORE-700691,400691,Task,Implementation task for Scale Rows - Core Product - Notification routing wave 43,CORE-1042,,Portfolio 2026,8,0.5,Done,Done,,,,
CORE-700692,400692,Bug,Validation bug for Scale Rows - Core Product - Notification routing wave 43,CORE-1042,,Portfolio 2026,1,2,To Do,,,,,
CORE-700693,400693,Story,Documentation story for Scale Rows - Core Product - Notification routing wave 43,CORE-1042,,Portfolio 2026,2,3.5,In Progress,,,,,
CORE-700694,400694,Task,Release readiness task for Scale Rows - Core Product - Notification routing wave 43,CORE-1042,,Portfolio 2026,3,5,Done,Done,,,,
PLAT-700695,400695,Bug,Discovery bug for Scale Rows - Platform Services - Service mesh controls wave 21,PLAT-4020,,Shared Services 2026,5,5h 30m,To Do,,,,,
PLAT-700696,400696,Story,Implementation story for Scale Rows - Platform Services - Service mesh controls wave 21,PLAT-4020,,Shared Services 2026,8,0.5,Done,Done,,,,
PLAT-700697,400697,Task,Validation task for Scale Rows - Platform Services - Service mesh controls wave 21,PLAT-4020,,Shared Services 2026,1,2,To Do,,,,,
PLAT-700698,400698,Bug,Documentation bug for Scale Rows - Platform Services - Service mesh controls wave 21,PLAT-4020,,Shared Services 2026,2,3.5,In Progress,,,,,
PLAT-700699,400699,Story,Release readiness story for Scale Rows - Platform Services - Service mesh controls wave 21,PLAT-4020,,Shared Services 2026,3,5,Done,Done,,,,
CORE-700700,400700,Task,Discovery task for Scale Rows - Core Product - Entitlement cleanup wave 34,CORE-1033,,Portfolio 2026,8,6h,Done,Done,,,,
CORE-700701,400701,Bug,Implementation bug for Scale Rows - Core Product - Entitlement cleanup wave 34,CORE-1033,,Portfolio 2026,1,1,To Do,,,,,
CORE-700702,400702,Story,Validation story for Scale Rows - Core Product - Entitlement cleanup wave 34,CORE-1033,,Portfolio 2026,2,2.5,In Progress,,,,,
CORE-700703,400703,Task,Documentation task for Scale Rows - Core Product - Entitlement cleanup wave 34,CORE-1033,,Portfolio 2026,3,4,Done,Done,,,,
CORE-700704,400704,Bug,Release readiness bug for Scale Rows - Core Product - Entitlement cleanup wave 34,CORE-1033,,Portfolio 2026,5,5.5,In Progress,,,,,
CORE-700705,400705,Story,Stakeholder review story for Scale Rows - Core Product - Entitlement cleanup wave 34,CORE-1033,,Portfolio 2026,8,0.5,To Do,,,,,
PLAT-700706,400706,Task,Discovery task for Scale Rows - Platform Services - Shared logging wave 12,PLAT-4011,,Shared Services 2026,8,6h,Done,Done,,,,
PLAT-700707,400707,Bug,Implementation bug for Scale Rows - Platform Services - Shared logging wave 12,PLAT-4011,,Shared Services 2026,1,1,To Do,,,,,
PLAT-700708,400708,Story,Validation story for Scale Rows - Platform Services - Shared logging wave 12,PLAT-4011,,Shared Services 2026,2,2.5,In Progress,,,,,
PLAT-700709,400709,Task,Documentation task for Scale Rows - Platform Services - Shared logging wave 12,PLAT-4011,,Shared Services 2026,3,4,Done,Done,,,,
PLAT-700710,400710,Bug,Release readiness bug for Scale Rows - Platform Services - Shared logging wave 12,PLAT-4011,,Shared Services 2026,5,5.5,In Progress,,,,,
PLAT-700711,400711,Story,Stakeholder review story for Scale Rows - Platform Services - Shared logging wave 12,PLAT-4011,,Shared Services 2026,8,0.5,To Do,,,,,
CORE-700712,400712,Task,Discovery task for Scale Rows - Core Product - Profile service rollout wave 25,CORE-1024,,Portfolio 2026,1,0h,To Do,,,,,
CORE-700713,400713,Bug,Implementation bug for Scale Rows - Core Product - Profile service rollout wave 25,CORE-1024,,Portfolio 2026,2,1.5,In Progress,,,,,
CORE-700714,400714,Story,Validation story for Scale Rows - Core Product - Profile service rollout wave 25,CORE-1024,,Portfolio 2026,3,3,Done,Done,,,,
CORE-700715,400715,Task,Documentation task for Scale Rows - Core Product - Profile service rollout wave 25,CORE-1024,,Portfolio 2026,5,4.5,In Progress,,,,,
CORE-700716,400716,Bug,Release readiness bug for Scale Rows - Core Product - Profile service rollout wave 25,CORE-1024,,Portfolio 2026,8,6,To Do,,,,,
PLAT-700717,400717,Story,Discovery story for Scale Rows - Platform Services - Secrets management wave 03,PLAT-4002,,Shared Services 2026,1,0h,To Do,,,,,
PLAT-700718,400718,Task,Implementation task for Scale Rows - Platform Services - Secrets management wave 03,PLAT-4002,,Shared Services 2026,2,1.5,In Progress,,,,,
PLAT-700719,400719,Bug,Validation bug for Scale Rows - Platform Services - Secrets management wave 03,PLAT-4002,,Shared Services 2026,3,3,Done,Done,,,,
PLAT-700720,400720,Story,Documentation story for Scale Rows - Platform Services - Secrets management wave 03,PLAT-4002,,Shared Services 2026,5,4.5,In Progress,,,,,
PLAT-700721,400721,Task,Release readiness task for Scale Rows - Platform Services - Secrets management wave 03,PLAT-4002,,Shared Services 2026,8,6,To Do,,,,,
CORE-700722,400722,Bug,Discovery bug for Scale Rows - Core Product - Fraud signal ingestion wave 16,CORE-1015,,Portfolio 2026,2,0h 30m,In Progress,,,,,
CORE-700723,400723,Story,Implementation story for Scale Rows - Core Product - Fraud signal ingestion wave 16,CORE-1015,,Portfolio 2026,3,2,Done,Done,,,,
CORE-700724,400724,Task,Validation task for Scale Rows - Core Product - Fraud signal ingestion wave 16,CORE-1015,,Portfolio 2026,5,3.5,In Progress,,,,,
CORE-700725,400725,Bug,Documentation bug for Scale Rows - Core Product - Fraud signal ingestion wave 16,CORE-1015,,Portfolio 2026,8,5,To Do,,,,,
CORE-700726,400726,Story,Release readiness story for Scale Rows - Core Product - Fraud signal ingestion wave 16,CORE-1015,,Portfolio 2026,1,0,Done,Done,,,,
